Job Title,Date of registration,Deadline,Job Category,Experience Required,Employment Type,Salary,SocialEnsurance,RetirementBenefit,Location,Working Hours,Working Type,Company Name,Job Description,ApplicationMethod,ApplicationType,document,Post
[ 장안구 정자동 경남아너스빌 ] 3등급 할아버님 재가요양보호사 구인(주 1~2회),"25/05/15 등록
25/07/14 마감",25/07/14 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 수원시 장안구 만석로159번길 31, . (정자동, 경남아너스빌)","※ 상세 근무시간
○ 주 2회(총 6시간): 09:00~12:00/횟수 조정가능(1~2회)
주 소정근로시간
툴팁
: 6시간","주 2일 근무
(주 소정근로시간: 6시간)",주은방문요양센터,"[[ 장안구 정자동 재가요양보호사 구인 ]]

○ 장안구 만석로 경남아너스빌
○ 3등급 할아버님
 - 신체지원, 정서지원, 가사 및 일상생활 지원, 목욕 및 반찬조리 없음.
○ 주 2회(총 6시간): 09:00~12:00/횟수 조정가능(1~2회)
○ 급 여 : 시급 10,030 + 주휴수당 + 연차수당 + 기타수당 = 총 13,000",기타(전화연락 후 면접 (010-5349-6439)),"서류,면접","이력서,기타 (요양보호사 자격증, 건강검진표)",
[기흥 동백] 골드프라자 3등급 할아버지 오전 요양보호사 구인,25/05/15 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 용인시 기흥구 동백중앙로 283, C동 (중동)","(근무시간) (오전) 8시 00분 ~ (오전) 11시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",도담케어 방문요양 용인센터,"- 40년생 3등급 할아버지 
- 청소,목욕보조,병원이동,투석병원은 동일 건물에 소재, 휠체어 타고 엘리베이터 이용
- 08:00~11:00(주 5회)
- 시급 10,030원 + 주휴수당 + 수당 등 = 13,000원

* 다만, 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 
주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음","방문,팩스,
기타 (전화접수: 010-2556-7612)","서류,면접","이력서,기타 (요양보호사 자격증)",
재가요양보호사 모집,25/05/15 등록,채용시까지,재가 요양보호사,경력 (최소 0년 3 개월 이상) 우대,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 안양시 동안구 귀인로190번길 39, . (평촌동)","(근무시간) (오후) 12시 30분 ~ (오후) 4시 30분
주 소정근로시간
툴팁
: 20시간","주 5일 근무
(주 소정근로시간: 20시간)",Ace소망방문요양센터,"- 2등급 할머니 일상 생활 지원
- 주 5일, 12:30~16:30 (4시간)
- 점심 식사 챙겨드리기, 주 2회 몸 씻기 도움 희망
- 시급: 12,800원 (기본 시급+각 수당 포함)","방문,팩스","서류,면접",이력서,
재가요양보호사 모집 - 광명시 철산동,25/05/15 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"경기도 광명시 디지털로 63, 철산동 (철산동, 철산12단지주공아파트)","※ 상세 근무시간
13:00~16:00/주5일
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",(사랑나눔)요양센터,"5등급 여자어르신케어/치매교육필수 또는 2024년이후 자격증 취득

13:00~16:00 / 주5일

시급: 13,000원 (연차수당, 주휴수당, 기타수당 등 포함)

전화문의 010-4281-2309 (이금옥센터장)",기타(전화지원  010-4281-2309 이금옥 센터장),"서류,면접","이력서,기타 (요양보호사자격증)",
"(박달1동) 5등급할머니, 오전10~오후1 (시간변경불가), 주5, 치매교육이수자",25/05/15 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 안양시 만안구 양화로158번길 24, , (박달동, 한강다세대)","(근무시간) (오전) 10시 00분 ~ (오후) 1시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",가족사랑요양복지센터,"- 5등급독거할머니-거동가능
- 오전10~오후1 (시간 변경 불가), 주5
- 박달1동 한강다세대 거주
- 수당포함 시급 : 12,700
- 문의 및 지원 (031-8045-4818)",방문,면접,이력서,
[25.6.10(화) 여주일자리박람회 참여업체] 블루헤런골프장 식음팀 (정규직) 채용,"25/05/15 등록
25/07/14 마감",25/07/14 마감,식음료 서비스 종사원,관계없음,기간의 정함이 없는 근로계약,"연봉 3,200만원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 여주시 대신면 고달사로 67, 블루헤런골프장","(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",블루헤런주식회사,"[여주일자리박람회 참여업체]
○ 일시: 25.6.10 (화) 오후 2시~5시
○ 장소: 여주대학교 용마체육관
○ 문의: 여주일자리센터 031-887-2693 


○ 골프장 식음팀 모집 - 홀서빙 및 고객 응대",방문,"서류,면접","이력서,자기소개서",
[25.6.10(화) 여주일자리박람회 참여업체] 블루헤런골프장 회계 파트 (정규직) 채용,"25/05/15 등록
25/07/14 마감",25/07/14 마감,회계 사무원(일반 사업체),경력 (최소 3년 0 개월 이상) 필수,기간의 정함이 없는 근로계약,"연봉 3,300만원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 여주시 대신면 고달사로 67, 블루헤런골프장","(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",블루헤런주식회사,"[여주일자리박람회 참여업체]
○ 일시: 25.6.10 (화) 오후 2시~5시
○ 장소: 여주대학교 용마체육관
○ 문의: 여주일자리센터 031-887-2693 


○ 골프장 정산, 회계감사관리및 회계, 세금 관리자 모집",방문,"서류,면접",이력서,
[일산동구 사리현동 오전]4등급 어르신 케어,25/05/15 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 고양시 일산동구 성현로 478, 단독주택(상세주소 유선상담 및 면접시 안내) (사리현동)","(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",사랑재가복지센터,"- 일산동구 사리현동 4등급 할머님 케어
- 신체, 가사, 일상생활 지원 재가요양서비스
- 월~토(주6일) 09:00~12:00
- 기본시급10,030원+제수당포함=>시간당 지급액 12,700원","방문,
기타 (전화지원(010-2239-6365) 후 면접)","서류,면접",이력서,
[석수역 인근 오전 주6일]4등급 할머니 재가요양보호서비스,25/05/15 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 안양시 만안구 연현로79번길 56, 상세주소 유선상담 및 면접시 안내 (석수동, 석수 엘지 빌리지)","(근무시간) (오전) 8시 00분 ~ (오전) 11시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",가람재가복지센터,"■대상 : 4등급 할머니
■업무내용 : 일상생활지원, 청소, 말벗, 반찬(요청시) 등 
■장소 : 석수역 2번출구 엘지빌리지 아파트
■근무시간 : 주6일, 8:00~11:00
■시간당급여 : 기본시급10,030원+제수당=12,700원","방문,
기타 (문의 및 지원 : [010-7791-8912])","서류,면접","이력서,기타 (건강기록부, 문의 및 지원 : 010-7791-8912)",
[덕양구 신원마을] 4등급 할머니 재가요양보호사,25/05/15 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약,"시급 10,030원 ~ 10,030원","고용보험
산재보험",해당없음,"경기도 고양시 덕양구 오금2로 26, ... (신원동, 신원마을엘에이치2단지)",(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분,주 2일 근무,희망나눔재가센터,"4등급 할머니 재가요양보호사 

 /  주2일 09:00~12:00 (3시간) 
 /  시급12,700원(시급10,030원+수당)
 /  신체지원, 정서지원, 가사지원 
 /  문의: 센터장 010-6547-1719

**실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음",기타(채용담당자- 센터장 (010-6547-1719) 통화 후 면접),"면접,
기타 (채용담당자- 센터장 (010-6547-1719) 통화 후 면접)",기타(면접시 요양보호사 자격증 지참),
상가 미화원을 모집합니다.,25/05/15 등록,채용시까지,건물 청소원,관계없음,기간의 정함이 있는 근로계약(시간(선택)제),월급 105만원 ~ 105만원,고용보험,퇴직금,"경기도 김포시 김포한강4로 162, 한강 메트로 (장기동)","(근무시간) (오전) 8시 00분 ~ (오전) 11시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",주식회사하인에스앤디,"장기동 건물 청소원 모집
근무시간 : 오전8시-11시(주6일)
급여 : 105만원",방문,"서류,면접","이력서,기타 (채용후 주민등록등본, 통장사본)",
[동탄1신도시] 푸른마을 포스코더샵 아파트 보안경비대원 구인.,25/05/15 등록,채용시까지,아파트·빌라 경비원,관계없음,기간의 정함이 있는 근로계약,월급 285만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 화성시 동탄공원로 21-12, .. (능동, 푸른마을 포스코더�2차)","(근무시간) (오전) 7시 00분 ~ (오전) 7시 00분
(격일근무)
주 소정근로시간
툴팁
: 40시간","주 4일 근무
(주 소정근로시간: 40시간)",주식회사 시큐원,"▶[동탄1신도시] 푸른마을 포스코더샵 아파트 보안경비대원 구인
- 동탄공원로 21-12 (능동 1134)
- 휴게시간/주간 3, 야간 4.5시간
- 월 2,850,250원
- 비흡연자 우대.
- 격일제 근무 (7시 교대)
- 경비신임교육이수증 필수 (이수후 3년 경과시 배치폐지확인증 지참)

▶▶5월 기준 홀수날 근무이며, 5월 23일 근무 가능하신분 지원바랍니다

- 아파트 보안순찰, 지상/지하 순찰운영  
- 방문차량관리(외부차량, 불법주차 단속)  
- 입주민 서비스 마인드 겸비자, 성실한자, 많은 지원 바랍니다.

* 제출서류는 반환되지 않습니다.",Not found,Not found,Not found,
사회복지사 (시설장) 모집,25/05/15 등록,채용시까지,사회복지사,경력 (최소 1년 0 개월 이상) 우대,기간의 정함이 없는 근로계약,월급 210만원 이상,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 안산시 상록구 구룡로 9, 4층, 나눔노인요양공동생활가정","(근무시간) (오전) 9시 00분 ~ (오후) 6시 00분
휴게시간( (오후) 12시00분~(오후) 01시00분)
주 소정근로시간
툴팁
: 40시간","주 5일 근무
(주 소정근로시간: 40시간)",나눔노인요양공동생활가정,"[관악고용센터 채용대행 사업장입니다. 실제 구직의사 있으신 분만 지원바랍니다.]
★입사지원방법:[고용24 입사지원] 버튼 눌러서 지원하시면 됩니다. (적합지원자에 한하여 개별연락예정)

===========================================================

나눔노인요양공동생활가정 사회복지사 (시설장) 모집

* 사회복지사 자격증 필수
* 요양원 시설장 업무관리 (장기요양기관 요양원 업무) 경력자 우대
* 09:00 ~ 18:00 주5일 (주말포함 주5일 근무) 
* 월 210만원 이상
* 현재 베드 9개 


===========================================================

[관악고용센터 채용대행 사업장입니다. 실제 구직의사 있으신 분만 지원바랍니다.]","방문,
기타 (전화 031-409-9255 시간 약속 후 방문면접)","서류,면접","이력서,경력증명서",
재가요양보호사 구인,25/05/15 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 수원시 권선구 세지로66번길 7-9, . (권선동, 권선에스빌)","(근무시간) (오전) 8시 00분 ~ (오전) 11시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",(주)예사랑재가복지센타,"○ 권선동 4등급 할머님 케어 
○ 근무시간: 08:00~11:00/ 주5일
○ 시급 : 최저시급 10,030원+주휴수당+연차수당+기타수당= 총 12,500원
○ 담당자: 031-304-7871  통화 후 지원

* 실제 서비스  제공기간에 따라 임금을 지급하는 형태로 채용 시 근로자마다 주
  소정 근로 시간이나 임금 , 근무(예정)지에 따라 차이가 있을 수 있음","방문,
기타 (이행순 센터장 통화 : 031-304-7871)",면접,기타(요양보호사 자격증),
반정동 아이파크캐슬 5단지 미화원 모집,25/05/15 등록,채용시까지,건물 청소원,관계없음,기간의 정함이 있는 근로계약(시간(선택)제),월급 180만원 ~ 180만원,"국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 화성시 동탄지성로469번길 60 (반정동, 반정아이파크캐슬5단지)","※ 상세 근무시간
주 6일 근무[ (월~금요일) 09:00~16:00 
                 (토요일) 09:00~12:00 ]
휴게시간( (오후) 12시00분~(오후) 01시00분)
주 소정근로시간
툴팁
: 33시간","주 6일 근무
(주 소정근로시간: 33시간)",그린코리아주식회사,"* 반정동 아이파크캐슬 5단지 미화원 모집

▶주 6일 근무 (월~금요일) 09:00~16:00 (토요일) 09:00~12:00 ] 
▶월급: 170만원+10만원(수당)
▶이력서 지참 전화 문의 후 방문",방문,"서류,면접",이력서,
풍무동 재가요양보호사 모집,25/05/15 등록,채용시까지,재가 요양보호사,경력 (최소 1년 0 개월 이상) 우대,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"경기도 김포시 양도로 46, - (풍무동, 양도마을서해아파트)","(근무시간) (오전) 9시 30분 ~ (오후) 12시 30분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",김포미소인방문요양센터,"풍무동, 양도마을서해아파트 재가요양보호 업무 
- 케어내용 : 4등급 할아버지(거동 가능/부부 거주)/ 신체 지원, 일상 생활 지원, 가사(반찬/청소) 지원, 말벗 등
- 근무시간 : 주 5일 (오전) 9시 30분 ~ (오후) 12시 30분
- 임금형태 : 시급10,030원(추가 수당 별도 지급)
* 실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자 마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음",기타(전화 후 방문),기타(전화 후 방문),이력서,
