Id,Title,DateOfRegistration,Deadline,JobCategory,ExperienceRequired,EmploymentType,Salary,SocialEnsurance,RetirementBenefit,Address,Category,WorkingHours,WorkingType,CompanyName,JobDescription,ApplicationMethod,ApplicationType,Document,Detail,Post
28,[행당동/4등급/여자/오전] 재가 요양보호사 채용,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 있는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 성동구 왕십리로 241, 아파트 거주 (행당동, 서울숲 더샵)",성동구,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",가온방문요양,"* 4등급/여자어르신(29년생:인지정상) 케어/거동가능/독거
* 점심식사 준비/가끔씩 병원동행_워커사용/말벗/주1회 샤워도움/청소, 세탁 등 일상생활지원

* 시급: 12,700원(공단시급:10,030원+주휴수당+연차수당 포함) 지급","방문,
기타 (전화면접)","서류,면접",기타(자격증 사본),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAG002505270009&rtnTarget=list3,
29,[이촌역/3등급/오전] 재가요양보호사 모집,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 용산구 이촌로64길 15, 엘지한강자이아파트 (이촌동, 엘지한강자이아파트)",용산구,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",미래방문요양센터,"[ 이촌역인근 엘지한강자이아파트 거주 ] 3등급 할아버지 재가요양 보호 

- 직무내용: 식사 준비 등 일상가사지원

- 장기요양급여 적용 근로시간: 1일 3시간 

- 주5일 근무 / 근무시간 : 09:00~12:00

- 시급: 14,000원 (시급 10,030원 + 주휴수당, 연차수당 기타 제수당 포함)","방문,
기타 (통화 후 이력서 지참 면접)",면접,기타(자격증 사본),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAV002505270007&rtnTarget=list5,
30,[금호동/4등급/할아버지/14:00~17:00 주6일] 재가 요양보호사 모집,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 성동구 금호동3가 금호산2가길 5, .. (금호동3가)",성동구,"(근무시간) (오후) 2시 00분 ~ (오후) 5시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",다정재가노인복지센터,"노인장기요양 4등급 할아버지댁 방문요양서비스 제공

근무시간 14:00~17:00 주6일

시급 10,030원(주휴수당, 연차수당 별도)","방문,팩스,
기타 (kkh852013@naver.com)","서류,면접",이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAQ002505270009&rtnTarget=list6,
31,월계주공1단지 아파트 3등급 할머니 주6일 오후재가,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 노원구 초안산로1길 15, 월계동 (월계동, 월계주공1단지아파트)",노원구,"(근무시간) (정오) 12시 00분 ~ (오후) 3시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",희망노인복지케어,"월계주공1단지 아파트 3등급 할머니 주6일 오후재가
근무시간 ; 12:00-15:00 (주6일 근무)
시급 : 포괄시급 12,800원
문의 : 031-855-5950/010-4799-0919",방문,면접,"기타(요양보호사 1급 자격증, 건강검진 진단서)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAJ002505270008&rtnTarget=list7,
32,동작구 사당동] 4등급 할머니 오후 요양보호사 구인,"25/05/27 등록
25/07/26 마감",25/07/26 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,서울특별시 동작구 사당로23아길 36 (사당동),동작구,"※ 상세 근무시간
15:00~18:00 주5일 
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",스마일 홈 방문 요양센터,"동작구 사당동] 4등급 할머니 오후 요양보호사 구인 

- 일상가사지원 및 신체활동지원 등
- 15:00~18:00 주5일
- 시급 10.030원 (주휴+연차수당포함 13,000원)
- 사당 종합체육과 인근 
- 전화문의 02-6053-2427,  010-7435-2427","방문,
기타 (전화문의)","서류,면접",기타(자격증사본),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAM002505270007&rtnTarget=list10,
33,[ 중화2동 5등급 여자어르신 오전 주5일 ] 재가요양보호사 구인,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,서울특별시 중랑구 중랑역로15길 28-21 (중화동),중랑구,"근무시간 협의가능
※ 상세 근무시간
주5일(월~금) : 09시~12시
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",다모아 재가복지센터,"◈ 다모아재가복지센터 - 재가요양보호사
- 5등급, 여성어르신(87세), 독거
- 주 5일, 09시~12시
- 시급 13,000원 (수당포함)
- 가사지원 및 병원동행, 산책 도움 등
▶ 채용담당자 통화후 면접진행","방문,
기타 ((요양보호사 자격증 및 치매교육이수증 등 지참) )",면접,기타(요양보호사 자격증),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAZ002505270006&rtnTarget=list7,
34,재가요양보호사 구합니다,"25/05/27 등록
25/06/26 마감",25/06/26 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약,"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 마포구 백범로37길 6, 상세주소미기재 (신공덕동, 신공덕삼성아파트)",마포구,"근무시간 협의가능
(근무시간) (오전) 9시 00분 ~ (오전) 11시 00분",주 5일 근무,대한노인복지센터,"-4등급 할머니,
-가사 지원과 일상 생활지원
-오전9시~11시주 5일
-시급 13,000원 (10,030+ 수당포함)",방문,면접,"이력서,기타 (요양보호사 자격증, 2021년 건강검진 결과표)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJ21002505270015&rtnTarget=list3,
35,응암동 4등급 할머니 오전 9시~12시 요양,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 12,700원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 은평구 가좌로10길 27, .. (응암동, 삼성휴먼빌)",은평구,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 15시간","주 5일 근무
(주 소정근로시간: 15시간)",효심재가복지센터,"- 응암동 4등급 할머니 오전 9시~12시 요양

- 신체 활동 지원, 일상 생활 지원, 정서 지원 등

- 시급 10030원 + 수당 = 12700원",방문,"면접,
기타 (통화 후)","기타(요양보호사 자격증, 1년이내 검진받은 건강검진서 )",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAW002505270002&rtnTarget=list5,
36,요양보호사구인공고 -2등급/여자/래미안 에스티움/신풍역 1번출구,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 영등포구 신풍로 77 (신길동, 래미안에스티움)",영등포구,"※ 상세 근무시간
 9:00~13:00 / 주6일


주 소정근로시간
툴팁
: 24시간","주 6일 근무
(주 소정근로시간: 24시간)",에이+가정방문요양센터,"[ 요양보호사 구인 공고]   -  래미안 에스티움 / 7호선 신풍역인근 1번출구

-직무 :2등급 여자어르신케어업무(89세)/ 딸과 거주/워커잡고거동가능 - 신체, 가사, 일상생활 지원

-근무시간 : 9:00~13:00 / 주6일

-시급 :12800원(연차수당, 주휴수당, 기타수당 포함) +중증수당 일3000원

-지원방법 : 전화문의 후 방문(010-5534-0989)","방문,
기타 (전화문의 후 방문(010-5534-0989) )",면접,이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAU002505270009&rtnTarget=list6,
37,[개포동/4등급/ 여자어르신/주6일] 요양보호사 구인,25/05/27 등록,채용시까지,재가 요양보호사,신입,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 강남구 개포로25길 3-4, 상세주소는 면접시 안내 (개포동)",강남구,"※ 상세 근무시간
- 근무시간: 오전 + 비급여시간 협의요망
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",강남제일재가노인복지센터,"- 대상: 4등급 여자 어르신 
- 일상생활지원, 식사, 주변정리등
- 근무지: 개포동
- 주6일(월~토) 기본급 10,030원 + 비급여 협의요망
- 근무시간: 오전 + 비급여시간 협의요망
- 지원: 연락처: 02-577-3345","방문,
기타 (전화 02-577-3345)",면접,"기타(요양보호사 자격증, 건강검진)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KF10062505270003&rtnTarget=list9,
38,재가요양보호사 모집 - 2등급 / 여자어르신 / 문래동 힐스테이트아파트,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 영등포구 문래동3가 문래로 82 (문래동3가, 문래힐스테이트)",영등포구,"※ 상세 근무시간
 12:00~16:00 (시간 변경 불가) / 주5일

주 소정근로시간
툴팁
: 20시간","주 5일 근무
(주 소정근로시간: 20시간)",섬기는재가복지센터,"[재가요양보호사 모집]

직무: 2등급 여자어르신 돌봄 - 80세 어르신, 기저귀케어 없음, 가사지원 및 일상생활 지원 등 
      
근무시간: 12:00~16:00 (시간 변경 불가) / 주5일

시급: 13,000원 (연차수당, 주휴수당, 기타수당 등 포함) + 중증수당 

* 지원방법: 전화문의 후 방문 (010-2598-4911)",기타(전화문의 후 방문 010-2598-4911),"서류,면접",기타(요양보호사 자격증 사본),https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAU002505270006&rtnTarget=list1,
39,독산동/4등급 여/09:00-12:00/주6일,"25/05/27 등록
25/07/26 마감",25/07/26 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 12,700원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 금천구 시흥대로112길 6, 독산동 (독산동, 대덕트윈빌)",금천구,"(근무시간) (오전) 9시 00분 ~ (정오) 12시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",성해노인복지센터,"○ 요양보호대상자 : 4등급 여 어르신
○ 직무내용 : 장기요양수급자의 방문요양
(신체활동, 인지활동, 정서지원, 가사 및 일상생활 지원)
○ 근무일 및 근무시간 : 09:00-12:00 / 주6일",방문,"서류,면접","이력서,자기소개서",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAI002505270003&rtnTarget=list2,
40,"* 4등급 할머니 / 운동지원 및 말벗지원 / 창동 대우A / 14-17시, 주6일","25/05/27 등록
25/07/26 마감",25/07/26 마감,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직금,"서울특별시 도봉구 덕릉로63가길 43, 대우A (창동, 창동대우아파트)",도봉구,"(근무시간) (오후) 2시 00분 ~ (오후) 5시 00분

주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",가족같은노인요양복지센터,"가족같은 02-921-4673
* 4등급 할머니 / 창동 대우A
* 14~17시, 주6일, 12750원(주휴수당 등 포함)
* 따님과 거주 / 요양보호사 근무시간에 외출하심
* 운동지원 및 말벗지원 업무 / 외출시 휠체어
* 음식은 따님이 하심. 어르신 케어 위주임.",기타(전화 후 면접 010-8476-6550),면접,이력서,https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAK002505270003&rtnTarget=list3,
41,상계은빛2단지 아파트 4등급 할아버님 주6일 오전재가,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 ~ 10,030원","국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 노원구 동일로245가길 41, 상계동 (상계동, 은빛2단지아파트)",노원구,"(근무시간) (오전) 10시 00분 ~ (오후) 1시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",큰사랑요양센터,"상계은빛2단지 아파트 4등급 할아버님 주6일 오전재가
참고사항 : 자녀와 함께 거주중
직무내용 : 식사준비, 청소, 세탁 등 가사지원, 병원동행등
근무시간 : 10:00-13:00 (주6일 근무)
시급 : 포괄시급 12,700원
문의 : 031-928-6476","방문,팩스,
이메일 (개인회원 로그인 후 조회가능) 기본 이력서 이메일 보내기",면접,"기타(요양보호사 자격증, 건강검진 결과표(1년이내 받은것))",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAJ002505270003&rtnTarget=list4,
42,[구로3동] 재가요양보호사모집,25/05/27 등록,채용시까지,재가 요양보호사,관계없음,기간의 정함이 없는 근로계약(시간(선택)제),"시급 10,030원 이상","국민연금
고용보험
산재보험
건강보험",퇴직연금,"서울특별시 구로구 디지털로31길 85 (구로동, 구로두산위브)",구로구,"(근무시간) (정오) 12시 00분 ~ (오후) 3시 00분
주 소정근로시간
툴팁
: 18시간","주 6일 근무
(주 소정근로시간: 18시간)",새사랑노인복지센터,"구로3동 구로두산위브아파트

- 대상자: 3등급 할아버지, 배우자와 거주, 거동은 조금 불편하나 지팡이짚고 이동
- 직무내용: 점심챙기기, 가사 및 일상생활지원
- 근로시간 : 12시~15시/주6일근무
- 급여: 시급 10,030원[포괄 시급 12,700원]
*  교포 비희망/내국인만 지원","방문,팩스,
기타 (전화 후 방문 010-9161-9552)","서류,면접,
기타 (전화 후 방문 010-9161-9552)","이력서,기타 (건강검진표)",https://www.work.go.kr/empInfo/empInfoSrch/detail/empDetailAuthView.do?searchInfoType=VALIDATION&callPage=detail&wantedAuthNo=KJAH002505270006&rtnTarget=list5,
